#,Name,Team,ESPN,Y!,$,G,GS,QS,TBF,IP,W,L,SV,HLD,H,ER,K,BB,HBP,HR,ERA,SIERA,WHIP,GB%,LD%,FB%,BABIP,Own%,RazzID
742,Colton Gordon,HOU,SP,SP,-26.7,16,7,3,179,44.4,3,3,0,1,54,22,35,13,2,7,4.42,5.42,1.51,40,21,39,0.302,0,676467
743,Jason Alexander,HOU,SP,SP,-26.9,21,4,2,154,35.8,2,2,0,2,38,17,27,12,2,5,4.33,4.55,1.40,48,20,32,0.300,0,669920
744,Kohl Drake,ARI,SP,SP,-27.0,9,2,1,74,17.6,2,2,0,0,19,8,15,7,1,2,4.27,4.83,1.44,40,21,39,0.304,0,684442
745,Coleman Crow,MIL,SP,SP,-27.1,12,3,1,95,22.5,1,1,0,1,22,10,22,8,1,3,3.89,4.00,1.30,45,21,34,0.297,0,689441
746,Clarke Schmidt,NYY,SP,SP,-27.2,12,1,1,70,16.8,1,1,0,1,14,7,18,6,1,2,3.66,3.62,1.19,40,20,41,0.272,0,657376
747,Cody Bolton,HOU,SP,SP,-27.2,26,6,3,211,51.1,3,3,0,2,57,26,42,23,2,7,4.60,5.17,1.56,42,20,38,0.294,0,675989
748,Gage Jump,ATH,SP,SP,-27.2,6,6,3,124,28.5,2,2,0,0,28,14,25,12,1,4,4.26,4.63,1.41,44,21,35,0.300,3,695611
749,Thomas White,MIA,SP,SP,-27.2,6,6,3,130,30.0,2,2,0,0,28,14,29,16,2,3,4.14,4.54,1.44,43,21,37,0.297,0,806258
750,Jake Bennett,BOS,SP,SP,-27.6,13,6,3,165,38.4,2,2,0,1,42,18,26,13,2,5,4.23,4.92,1.45,48,21,31,0.315,7,687562
751,Quinn Mathews,STL,SP,SP,-27.7,7,7,3,158,35.5,2,2,0,0,34,17,32,20,2,4,4.35,4.75,1.51,45,21,34,0.300,0,687273
752,Gunnar Hoglund,ATH,SP,SP,-27.9,16,5,2,146,33.9,2,2,0,1,36,18,26,12,2,5,4.67,4.97,1.41,41,21,38,0.298,0,680684
753,Kendry Rojas,MIN,SP,SP,-28.0,14,5,2,152,35.4,2,2,0,1,36,17,29,16,2,4,4.43,4.72,1.47,44,21,35,0.303,0,696070
754,River Ryan,LAD,SP,SP,-28.2,8,4,2,111,25.5,2,1,0,0,26,13,21,10,1,4,4.41,4.50,1.42,46,21,33,0.300,0,689981
755,Yoendrys Gomez,FA,SP,SP,-28.3,21,3,1,139,33.4,2,2,0,2,34,17,30,14,2,5,4.64,4.89,1.44,35,20,45,0.279,0,672782
756,Mason Barnett,ATH,SP,SP,-28.4,16,3,1,128,29.6,2,2,0,0,30,15,25,13,1,4,4.46,4.87,1.45,42,21,37,0.299,0,686930
757,Mitch Bratt,ARI,SP,SP,-28.6,6,1,0,41,10.0,1,1,0,0,11,4,9,3,0,1,3.94,4.46,1.34,40,21,39,0.301,0,683352
758,Caden Dana,LAA,SP,SP,-28.6,9,9,4,199,45.0,2,3,0,0,47,25,38,21,2,8,4.96,5.20,1.50,39,21,40,0.294,0,702674
759,Landon Knack,LAD,SP,SP,-28.7,13,2,1,103,25.0,1,1,0,1,26,13,22,10,1,4,4.54,4.82,1.42,35,20,45,0.275,0,689017
760,Carlos Carrasco,ATL,SP,SP,-28.8,15,3,1,120,29.0,2,2,0,3,33,14,22,9,1,4,4.42,4.75,1.44,45,20,35,0.304,0,6632
761,Ricky Tiedemann,TOR,SP,SP,-28.8,8,3,1,75,17.5,1,1,0,1,16,8,18,8,1,2,4.03,4.16,1.38,43,21,36,0.292,0,694357
762,McCade Brown,COL,SP,SP,-29.0,9,9,4,195,44.5,2,3,0,0,46,24,37,21,3,7,4.77,5.52,1.50,38,21,41,0.309,0,685326
763,Tink Hence,STL,SP,SP,-29.6,7,2,1,59,14.0,1,2,0,0,15,7,11,6,1,2,4.42,4.85,1.49,44,21,35,0.301,0,693311
764,Trey Gibson,BAL,SP,SP,-29.9,4,4,2,83,19.0,1,1,0,0,19,9,15,8,1,2,4.28,4.43,1.43,50,21,29,0.306,0,694346
765,Taijuan Walker,FA,SP,SP,-30.2,7,2,1,63,15.0,1,2,0,0,17,8,11,5,1,2,4.63,5.16,1.50,42,20,38,0.299,0,11836
766,Carson Whisenhunt,SF,SP,SP,-30.2,10,2,1,69,16.2,1,1,0,1,16,8,14,6,1,2,4.15,4.35,1.36,43,21,36,0.298,0,687931
767,Tyler Uberstine,BOS,SP,SP,-30.3,10,2,1,69,16.2,1,1,0,0,16,8,14,6,1,2,4.39,4.83,1.36,38,21,41,0.296,0,700413
768,Ty Johnson,TB,SP,SP,-30.5,3,3,1,54,12.5,1,1,0,0,12,6,12,5,1,2,4.31,4.38,1.35,40,21,39,0.288,0,694494
769,Walbert Urena,LAA,SP,SP,-30.7,23,10,4,304,67.5,3,4,0,1,73,36,49,40,3,8,4.82,5.29,1.66,52,21,27,0.313,5,700712
770,Wilber Dotel,PIT,SP,SP,-30.8,15,2,1,98,22.3,1,1,0,4,23,12,17,10,1,3,4.73,4.94,1.46,40,21,39,0.296,0,696062
771,Duncan Davitt,CHW,SP,SP,-30.9,11,3,1,85,20.7,1,1,0,1,24,10,16,7,1,3,4.43,5.06,1.47,43,21,36,0.294,0,701474
772,Thomas Harrington,PIT,SP,SP,-30.9,7,3,1,72,16.9,1,1,0,0,18,9,13,6,1,3,4.72,4.97,1.40,37,21,42,0.297,0,802419
773,Braden Nett,ATH,SP,SP,-31.1,8,3,1,76,17.5,1,1,0,1,18,9,15,9,1,2,4.56,4.99,1.53,47,21,32,0.305,0,804556
774,Tyler Anderson,FA,SP,SP,-31.2,4,1,1,39,9.1,1,1,0,0,10,5,7,4,0,1,4.65,4.96,1.45,34,21,45,0.279,0,12880
775,Carson Palmquist,COL,SP,SP,-31.2,13,2,1,112,26.6,1,2,0,1,29,14,22,13,2,4,4.62,5.89,1.57,35,21,44,0.305,0,687223
776,Tanner McDougal,CHW,SP,SP,-31.2,7,3,1,90,20.6,1,1,0,0,21,11,18,11,1,3,4.67,4.89,1.52,45,21,34,0.296,0,701780
777,Gabriel Hughes,COL,SP,SP,-31.3,9,1,1,60,14.1,1,1,0,1,15,7,11,5,1,2,4.14,4.89,1.43,46,21,33,0.322,0,687312
778,Alex Cobb,FA,SP,SP,-31.4,3,1,1,23,7.9,1,0,0,0,8,3,7,3,0,1,3.81,3.57,1.29,52,20,28,0.290,0,6562
779,Kyle Wright,CHC,SP,SP,-31.6,2,1,0,22,6.0,1,1,0,0,6,3,5,2,0,1,4.13,4.19,1.37,48,20,32,0.296,0,657140
780,Ty Madden,DET,SP,SP,-31.6,7,2,1,54,12.5,1,1,0,1,12,6,11,5,1,2,4.54,4.56,1.40,40,21,39,0.292,0,680744
781,AJ Smith-Shawver,ATL,SP,SP,-31.6,5,0,0,22,5.4,0,0,0,1,4,2,6,2,0,1,3.78,3.61,1.22,35,20,45,0.277,0,700363
782,Jon Gray,FA,SP,SP,-32.1,3,1,1,33,8.3,0,1,0,0,9,4,7,3,0,1,4.22,4.61,1.40,40,20,41,0.285,0,14916
783,Riley Cornelio,WSH,SP,SP,-32.1,8,4,1,99,22.4,1,2,0,0,23,12,17,11,1,3,4.96,5.24,1.54,40,21,38,0.297,0,683000
784,Luis Perales,WSH,SP,SP,-32.1,9,2,1,63,15.1,1,1,0,1,16,8,13,7,1,2,4.56,5.22,1.53,39,21,39,0.293,0,691384
785,Sam Aldegheri,LAA,SP,SP,-32.1,13,4,1,115,25.8,1,2,0,1,28,14,20,13,1,4,4.89,5.50,1.56,40,21,39,0.301,0,691951
786,Marcus Stroman,FA,SP,SP,-32.2,2,1,0,20,5.1,1,1,0,0,6,3,4,2,0,1,4.43,4.65,1.47,49,20,30,0.304,0,13431
787,Wade Miley,FA,SP,SP,-32.4,2,1,0,22,6.0,1,1,0,0,7,3,4,2,0,1,4.46,4.77,1.47,45,20,34,0.299,0,8779
788,Randy Dobnak,SEA,SP,SP,-32.5,6,1,0,42,10.0,1,1,0,1,11,5,7,4,1,1,4.44,4.68,1.50,52,21,28,0.298,0,677976
789,Spencer Turnbull,FA,SP,SP,-32.6,3,1,1,25,8.0,0,1,0,0,8,4,6,4,0,1,4.64,4.65,1.44,45,20,36,0.291,0,605513
790,Chayce McDermott,LAD,SP,SP,-32.6,4,1,0,34,8.3,1,0,0,0,9,4,8,4,0,1,4.62,5.34,1.60,41,21,38,0.293,0,694646
791,Pete Hansen,STL,SP,SP,-32.9,2,2,1,32,7.5,0,1,0,0,8,4,5,3,0,1,4.56,4.94,1.47,46,21,33,0.308,0,677337
792,Dane Dunning,SEA,SP,SP,-33.0,1,1,0,15,3.4,0,0,0,0,4,2,3,1,0,0,4.71,4.62,1.41,45,20,34,0.293,0,641540
793,Jhonathan Diaz,SEA,SP,SP,-33.0,2,1,0,17,4.2,0,0,0,0,5,2,3,1,0,0,4.15,4.64,1.43,49,21,31,0.297,0,646242
794,Sean Sullivan,COL,SP,SP,-33.0,1,1,1,30,7.0,0,1,0,0,8,4,5,2,0,1,4.63,5.69,1.47,38,21,41,0.315,0,807743
795,Bryse Wilson,PHI,SP,SP,-33.1,2,2,1,33,7.5,0,1,0,0,8,4,5,3,0,1,5.18,5.22,1.49,42,20,38,0.293,0,669060
796,Ryan Webb,CLE,SP,SP,-33.1,2,2,1,33,7.5,0,1,0,0,8,4,6,4,0,1,4.76,5.16,1.57,46,21,33,0.307,0,669067
797,Henry Baez,ATH,SP,SP,-33.1,1,1,1,24,6.0,0,0,0,0,7,3,4,3,0,1,4.66,5.03,1.52,50,21,29,0.308,0,692013
798,Joel Hurtado,LAA,SP,SP,-33.1,3,1,0,26,6.5,1,1,0,0,8,4,4,3,0,1,5.04,5.69,1.65,48,21,30,0.310,0,805871
799,Marco Gonzales,SD,SP,SP,-33.2,1,1,0,12,3.0,0,0,0,0,3,2,2,1,0,0,4.87,4.88,1.43,40,21,40,0.292,0,594835
800,Bradley Blalock,MIA,SP,SP,-33.2,5,1,0,33,8.0,0,1,0,0,10,4,5,3,0,1,4.88,5.42,1.56,42,21,37,0.304,0,687134
801,Carlos Lagrange,NYY,SP,SP,-33.2,1,1,0,10,2.5,0,0,0,0,3,1,2,1,0,0,4.61,5.53,1.60,42,21,37,0.290,0,801739
802,Daniel Espino,CLE,SP,SP,-33.3,1,1,0,22,5.0,0,0,0,0,5,3,4,2,0,1,4.87,5.00,1.48,41,21,39,0.299,0,682982
803,Jean Cabrera,PHI,SP,SP,-33.3,1,1,1,24,6.0,0,0,0,0,7,3,4,3,0,1,4.92,5.37,1.55,47,21,32,0.303,0,691893
804,Yoniel Curet,FA,SP,SP,-33.3,4,2,1,41,10.0,1,1,0,0,11,5,8,5,1,1,4.86,5.70,1.66,41,21,38,0.297,0,692414
805,Jaxon Wiggins,CHC,SP,SP,-33.3,1,1,0,10,2.5,0,0,0,0,2,1,2,1,0,0,4.47,4.72,1.44,43,21,36,0.297,0,694393
806,Casey Lawrence,SEA,SP,SP,-33.4,1,1,0,21,5.0,0,0,0,0,6,3,3,1,0,1,5.23,5.24,1.48,44,21,35,0.300,0,596271
807,Adam Macko,TOR,SP,SP,-33.4,1,1,0,20,5.0,0,0,0,0,6,3,4,2,0,1,4.80,5.81,1.68,41,21,38,0.296,0,671936
808,Owen Murphy,ATL,SP,SP,-33.4,1,1,0,10,2.5,0,0,0,0,3,1,2,1,0,0,4.97,5.14,1.48,36,21,43,0.293,0,702566
809,Jose Urena,FA,SP,SP,-33.5,1,1,0,6,2.5,0,0,0,0,3,1,2,1,0,0,5.06,4.89,1.48,44,19,36,0.283,0,11589
810,Triston McKenzie,SD,SP,SP,-33.5,2,1,0,16,4.1,0,0,0,0,5,2,4,2,0,1,5.15,5.50,1.63,34,20,46,0.275,0,663474
811,Sean Sullivan,PIT,SP,SP,-33.5,1,1,0,9,2.5,0,0,0,0,3,1,2,1,0,0,5.14,5.34,1.48,40,21,39,0.298,0,696155
812,Troy Watson,DET,SP,SP,-33.6,1,1,0,10,2.5,0,0,0,0,3,1,2,1,0,0,5.12,5.29,1.56,43,21,36,0.299,0,681890
813,Leandro Lopez,TEX,SP,SP,-33.6,1,1,0,10,2.5,0,0,0,0,3,1,2,1,0,0,4.66,4.87,1.56,47,21,32,0.302,0,699214
814,Jagger Haynes,SD,SP,SP,-33.7,1,1,0,10,2.5,0,0,0,0,3,1,2,2,0,0,5.02,5.34,1.64,44,21,35,0.298,0,695247
815,Valente Bellozo,COL,SP,SP,-33.8,21,5,2,164,39.9,2,3,0,2,51,23,24,14,2,8,5.09,6.56,1.62,35,21,44,0.303,0,678368
